year,HaFlood23,permit,trsFields,Water23,KgAIPest,nWater23,nRSimages23,FieldSizeHa,KgHaAIPest,KgHaAIInsectOnly,KgHaAIHerbOnly,KgHaAIInsectFung,KgHaAIFungOnly,MonthActive,TotActiveHaK,MonthMinWater23,DayActive,Month_wOffset,ihsKgHaAIInsectOnly100,ihsKgHaAIHerbOnly100,ihsKgHaAIInsectFung100,ihsKgHaAIFungOnly100,commShort,rcommShort,FarmSizeHa,NearFloodAreaMean,NearFloodAreaMax,Precip_mm
2023,0,1504946,"11N19W08",0,2225.833,0,27,16.18744,137.5037,.000993,3.339288,73.59936,58.12255,1,132.5496,,1,1.1,.09913777,6.5040772,9.5969536,9.3608712,"GRAPE","GRAPE",124.2386,3.38,40.32,271.8
2019,0,1504946,"11N19W08",0,399.813,0,27,6.07029,65.8639,.866066,2.749776,58.66929,2.817035,1,188.8055,,346,1.1,5.1545566,6.3098402,9.3702337,6.3340054,"GRAPE","GRAPE",124.2386,4.123333,47.43,277.1
2020,0,1504946,"11N19W08",0,374.6133,0,27,6.07029,61.71259,.7578857,4.310295,51.48449,1.472635,1,113.3868,,1,1.1,5.0211381,6.7593251,9.239598,5.6853821,"GRAPE","GRAPE",124.2386,4.126667,47.43,161
2021,0,1504946,"11N19W08",0,533.2607,0,27,6.07029,87.84765,.701265,.9523116,73.13183,11.97136,1,128.7666,,1,1.1,4.9434988,5.249482,9.590581,7.780835,"GRAPE","GRAPE",124.2386,4.126667,47.43,139.4
2022,0,1504946,"11N19W08",0,862.7766,0,27,6.07029,142.131,2.009212,.3974726,56.35777,2.02477,1,130.1414,,1,.9,5.9960663,4.3758462,9.3300374,6.0037797,"GRAPE","GRAPE",124.2386,4.126667,47.43,96.1
2023,0,1504946,"11N19W08",0,.656598,0,27,6.07029,.1081658,0,.1081658,0,0,1,132.5496,,1,1.1,0,3.0763577,0,0,"GRAPE","GRAPE",124.2386,4.126667,47.43,271.8
2019,0,1504946,"11N19W08",0,52.44118,0,27,8.09372,6.479243,2.718538,3.760705,0,0,1,188.8055,,346,1.1,6.2984149,6.6229256,0,0,"GRAPE","GRAPE",124.2386,4.106667,47.43,277.1
2020,0,1504946,"11N19W08",0,952.1118,0,27,8.09372,117.6359,0,4.332805,113.3031,0,1,113.3868,,1,1.1,0,6.7645339,10.028384,0,"GRAPE","GRAPE",124.2386,4.103333,47.43,161
2021,0,1504946,"11N19W08",0,538.4774,0,27,8.09372,66.53027,.5426995,3.160912,60.12079,.6315212,1,128.7666,,1,1.1,4.6872027,6.4491805,9.3946731,4.8387563,"GRAPE","GRAPE",124.2386,4.103333,47.43,139.4
2022,0,1504946,"11N19W08",0,369.7721,0,27,8.09372,45.6863,.5684173,1.251225,28.79461,.7682747,1,130.1414,,1,.9,4.7334953,5.522456,8.6585058,5.0347518,"GRAPE","GRAPE",124.2386,4.103333,47.43,96.1
2023,0,1504946,"11N19W08",0,586.664,0,27,8.09372,72.48385,.4207512,1.307883,54.93722,.4240173,1,132.5496,,1,1.1,4.4327449,5.5667415,9.3045084,4.4404753,"GRAPE","GRAPE",124.2386,4.103333,47.43,271.8
2019,0,1504946,"11N19W16",0,652.4505,0,27,16.18744,40.30597,.7222834,4.333241,21.08721,.89697,1,188.8055,,346,1.1,4.9730276,6.7646346,8.3469843,5.1896156,"GRAPE","GRAPE",124.2386,5.153333,47.43,301.2
2020,0,1504946,"11N19W16",0,1197.963,0,27,16.18744,74.00569,.6202034,3.131094,51.06516,1.302336,1,113.3868,,1,1.1,4.8206745,6.4397022,9.2314199,5.5624914,"GRAPE","GRAPE",124.2386,5.153333,47.43,161.4
2021,0,1504946,"11N19W16",0,0,0,27,16.18744,0,0,0,0,0,1,128.7666,,1,1.1,0,0,0,0,"GRAPE","GRAPE",124.2386,5.153333,47.43,132.7
2022,0,1504946,"11N19W16",0,21.6215,0,27,16.18744,1.335696,0,1.335696,0,0,1,130.1414,,1,.9,0,5.5877837,0,0,"GRAPE","GRAPE",124.2386,5.153333,47.43,96.9
2023,0,1504946,"11N19W16",0,11.49936,0,27,16.18744,.7103878,0,.7103878,0,0,1,132.5496,,1,1.1,0,4.9564226,0,0,"GRAPE","GRAPE",124.2386,5.153333,47.43,281
2019,0,1504946,"11N19W08",0,55.06666,0,27,8.09372,6.803627,2.718538,4.085089,0,0,1,188.8055,,346,1.1,6.2984149,6.7056624,0,0,"GRAPE","GRAPE",124.2386,3.273333,36.45,277.1
2020,0,1504946,"11N19W08",0,847.8837,0,27,8.09372,104.7582,0,5.213573,99.54464,0,1,113.3868,,1,1.1,0,6.9495837,9.8989235,0,"GRAPE","GRAPE",124.2386,3.246667,36.18,161
2021,0,1504946,"11N19W08",0,727.6808,0,27,8.09372,89.90683,.5426995,2.132828,85.69374,.5312018,1,128.7666,,1,1.1,4.6872027,6.0557718,9.7490972,4.6657928,"GRAPE","GRAPE",124.2386,3.246667,36.18,139.4
2022,0,1504946,"11N19W08",0,459.7117,0,27,8.09372,56.79857,.5684173,1.251225,52.50204,1.135242,1,130.1414,,1,.9,4.7334953,5.522456,9.2591695,5.4251829,"GRAPE","GRAPE",124.2386,3.246667,36.18,96.1
2023,0,1504946,"11N19W08",0,829.9316,0,27,8.09372,102.5402,.4207512,1.307883,87.50763,11.59262,1,132.5496,,1,1.1,4.4327449,5.5667415,9.7700433,7.7486863,"GRAPE","GRAPE",124.2386,3.246667,36.18,271.8
2019,0,1504946,"11N19W08",0,802.4543,0,27,8.09372,99.1453,.7173219,2.643623,81.73637,13.30115,1,188.8055,,346,1.1,4.9661353,6.2704714,9.7018164,7.8861677,"GRAPE","GRAPE",124.2386,4.19,47.61,277.1
2020,0,1504946,"11N19W08",0,920.787,0,27,8.09372,113.7656,.7665576,4.304692,69.29852,35.14661,1,113.3868,,1,1.1,5.0325145,6.7580244,9.536741,8.8578455,"GRAPE","GRAPE",124.2386,4.19,47.61,161
2021,0,1504946,"11N19W08",0,708.8044,0,27,8.09372,87.57461,.7100869,.892791,48.546,35.70952,1,128.7666,,1,1.1,4.9559991,5.184946,9.1808291,8.8737347,"GRAPE","GRAPE",124.2386,4.19,47.61,139.4
2022,0,1504946,"11N19W08",0,992.1798,0,27,8.09372,122.5864,.7360653,.7003615,25.57924,94.14883,1,130.1414,,1,.9,4.9919271,4.9422098,8.5400987,9.8431943,"GRAPE","GRAPE",124.2386,4.19,47.61,96.1
2023,0,1504946,"11N19W08",0,1039.908,0,27,8.09372,128.4834,.1487367,.7635844,56.28077,69.71133,1,132.5496,,1,1.1,3.3938678,5.0286286,9.3286703,9.5426802,"GRAPE","GRAPE",124.2386,4.19,47.61,271.8
2019,0,1504946,"11N19W16",0,1315.92,0,27,16.18744,81.29268,.7173211,3.765568,63.62344,.8354741,1,188.8055,,346,1.1,4.9661342,6.6242177,9.4512994,5.1185972,"GRAPE","GRAPE",124.2386,5.146667,47.16,301.2
2020,0,1504946,"11N19W16",0,1135.5,0,27,16.18744,70.14696,.9178704,3.423475,48.50677,.7698346,1,113.3868,,1,1.1,5.212648,6.5289755,9.1800207,5.0367799,"GRAPE","GRAPE",124.2386,5.146667,47.16,161.4
2021,0,1504946,"11N19W16",0,949.3636,0,27,16.18744,58.64816,.7100862,1.272257,43.12669,.5367819,1,128.7666,,1,1.1,4.9559979,5.539125,9.0624595,4.6762407,"GRAPE","GRAPE",124.2386,5.146667,47.16,132.7
2022,0,1504946,"11N19W16",0,986.8217,0,27,16.18744,60.96218,.7360653,0,45.76574,.6679959,1,130.1414,,1,.9,4.9919271,0,9.1218531,4.8949,"GRAPE","GRAPE",124.2386,5.146667,47.16,96.9
2023,0,1504946,"11N19W16",0,.1728185,0,27,8.09372,.0213522,0,.0213522,0,0,1,132.5496,,1,1.1,0,1.5025214,0,0,"GRAPE","GRAPE",124.2386,5.15,47.16,281
2023,0,1504946,"11N19W16",0,711.0876,0,27,8.09372,87.8567,.552349,.7038122,71.88152,.5273668,1,132.5496,,1,1.1,4.7048241,4.9471241,9.5733366,4.6585482,"GRAPE","GRAPE",124.2386,5.143333,47.07,281
2019,0,1504946,"11N19W08",0,545.6835,0,27,8.09372,67.42061,.7173219,4.113927,48.27902,1.526065,1,188.8055,,346,1.1,4.9661353,6.7126969,9.1753144,5.7210203,"GRAPE","GRAPE",124.2386,3.533333,41.22,277.1
2020,0,1504946,"11N19W08",0,797.8803,0,27,8.09372,98.58016,.7665576,4.013687,29.19656,48.01228,1,113.3868,,1,1.1,5.0325145,6.6880292,8.6723682,9.1697741,"GRAPE","GRAPE",124.2386,3.516667,41.04,161
2021,0,1504946,"11N19W08",0,760.2275,0,27,8.09372,93.92807,.7100869,.892791,65.20182,13.52757,1,128.7666,,1,1.1,4.9559991,5.184946,9.4758048,7.9030472,"GRAPE","GRAPE",124.2386,3.516667,41.04,139.4
2022,0,1504946,"11N19W08",0,497.1536,0,27,8.09372,61.4246,.7360653,.2981044,9.965816,36.54195,1,130.1414,,1,.9,4.9919271,4.0882871,7.5974784,8.8967783,"GRAPE","GRAPE",124.2386,3.516667,41.04,96.1
2023,0,1504946,"11N19W08",0,728.2779,0,27,8.09372,89.98061,.5694879,1.363771,48.63727,37.15144,1,132.5496,,1,1.1,4.7353767,5.6085842,9.1827075,8.91332,"GRAPE","GRAPE",124.2386,3.516667,41.04,271.8
2019,0,1504946,"11N19W08",0,612.9195,0,27,8.09372,75.72779,.5499344,5.387492,55.3852,.8969697,1,188.8055,,346,1.1,4.7004437,6.9823981,9.3126298,5.1896153,"GRAPE","GRAPE",124.2386,3.84,44.64,277.1
2020,0,1504946,"11N19W08",0,528.44,0,27,8.09372,65.29012,.5991701,4.013687,42.01907,1.302125,1,113.3868,,1,1.1,4.7861773,6.6880292,9.036441,5.56233,"GRAPE","GRAPE",124.2386,3.82,44.73,161
2021,0,1504946,"11N19W08",0,752.875,0,27,8.09372,93.01965,.9166849,.892791,76.56925,.6315212,1,128.7666,,1,1.1,5.2113556,5.184946,9.636513,4.8387563,"GRAPE","GRAPE",124.2386,3.82,44.73,139.4
2022,0,1504946,"11N19W08",0,397.6528,0,27,8.09372,49.13103,.3745692,.5951568,32.82967,.7682747,1,130.1414,,1,.9,4.3165167,4.7794575,8.7896502,5.0347518,"GRAPE","GRAPE",124.2386,3.82,44.73,96.1
2023,0,1504946,"11N19W08",0,453.909,0,27,8.09372,56.08162,1.009197,1.363771,49.8008,.4240173,1,132.5496,,1,1.1,5.3074969,5.6085842,9.2063483,4.4404753,"GRAPE","GRAPE",124.2386,3.82,44.73,271.8
2021,0,1504946,"11N19W16",0,87.23672,0,27,12.94995,6.736452,0,6.736452,0,0,1,128.7666,,1,1.1,0,7.2058512,0,0,"GRAPE","GRAPE",124.2386,5.123333,47.25,132.7
2022,0,1504946,"11N19W16",0,782.5395,0,27,12.94995,60.42798,0,2.435554,57.61165,.3667681,1,130.1414,,1,.9,0,6.1884957,9.3520422,4.2954777,"GRAPE","GRAPE",124.2386,5.123333,47.25,96.9
2023,0,1504946,"11N19W16",0,1279.305,0,27,12.94995,98.78837,.5523509,1.799236,82.01547,.5273542,1,132.5496,,1,1.1,4.7048275,5.8856872,9.7052252,4.6585245,"GRAPE","GRAPE",124.2386,5.123333,47.25,281
2019,0,1504947,"31S29E15",0,880.7383,0,27,64.74976,13.60219,.1062679,4.069317,8.070114,.1120849,1,69.81498,,24,1.1,3.0587316,6.7017941,7.3864854,3.1118029,"GRAPE, RAISIN","GRAPE, RAISIN",64.74976,85.05333,107.91,268.3
2020,0,1504947,"31S29E15",0,132.5178,0,27,64.74976,2.046614,0,0,1.793359,.1120849,3,15.10506,,71,3.1,0,0,5.8824153,3.1118029,"GRAPE, RAISIN","GRAPE, RAISIN",64.74976,85.05333,107.91,144.9
2021,0,1504947,"31S29E15",0,0,0,27,64.74976,0,0,0,0,0,5,15.48285,,144,5.1,0,0,0,0,"GRAPE, RAISIN","GRAPE, RAISIN",64.74976,85.05333,107.91,139.7
2019,0,1504949,"30S26E11",0,68.18955,0,27,24.28116,2.808332,.0668877,2.398184,0,.3432601,1,188.8055,,340,1.1,2.5991189,6.1730335,0,4.2292626,"POTATO","POTATO",924.3029,115.2467,169.92,223.2
2019,.45,1504949,"30S26E11",1,0,24,27,58.67947,0,0,0,0,0,7,5.234577,1,183,7.1,0,0,0,0,"INDUSTRIAL HEMP","INDUSTRIAL HEMP",924.3029,229.0567,324.63,223.2175
2019,.45,1504949,"30S26E11",0,465.677,24,27,60.7029,7.671412,.3945687,2.398185,0,3.844624,1,188.8055,1,340,1.1,4.3685159,6.1730337,0,6.6449949,"POTATO","POTATO",924.3029,198.81,324.45,223.2184
2019,0,1504949,"30S26E11",0,47.69312,0,27,60.7029,.7856811,0,.7856811,0,0,1,69.81498,,31,1.1,0,5.0571536,0,0,"BARLEY FOR/FOD","BARLEY FOR/FOD",924.3029,143.5867,199.71,223.2
2019,0,1504949,"30S26E11",0,0,0,27,60.7029,0,0,0,0,0,1,188.8055,,340,1.1,0,0,0,0,"CARROT","CARROT",924.3029,6.84,6.84,223.2
2019,.36,1504949,"30S26E13",0,9913.264,6,27,28.32802,349.9455,0,1.68248,0,0,6,7.846663,1,176,6.1,0,5.8185948,0,0,"CARROT","CARROT",924.3029,51.60333,74.07,223.2
2019,.36,1504949,"30S26E13",0,153.1014,6,27,28.32802,5.404593,.305577,2.398185,0,2.700832,1,188.8055,1,340,1.1,4.1130314,6.1730338,0,6.2918806,"POTATO","POTATO",924.3029,38.00077,63.99,223.2
2019,0,1504949,"30S26E13",0,99.70818,0,27,42.49203,2.346515,.0333428,2.129571,0,.1836006,1,188.8055,,340,1.1,1.9191687,6.0542436,0,3.6040658,"GARLIC","GARLIC",924.3029,27.35667,46.98,223.2
2019,.09,1504949,"30S26E14",1,24766.14,1,27,60.7029,407.9893,0,1.682479,0,0,6,7.846663,8,176,6.1,0,5.8185947,0,0,"CARROT","CARROT",924.3029,211.1167,286.92,223.222
2019,.09,1504949,"30S26E14",0,589.3856,1,27,60.7029,9.709348,.100433,2.398185,0,5.864032,1,188.8055,8,340,1.1,3.0025224,6.1730337,0,7.0671555,"POTATO","POTATO",924.3029,170.0654,286.92,223.222
2019,.54,1504949,"30S26E14",1,47.69312,24,27,60.7029,.7856811,0,.7856811,0,0,1,69.81498,1,31,1.1,0,5.0571536,0,0,"BARLEY FOR/FOD","BARLEY FOR/FOD",924.3029,123.1433,168.84,223.2
2019,.54,1504949,"30S26E14",0,0,24,27,60.7029,0,0,0,0,0,1,188.8055,1,340,1.1,0,0,0,0,"CARROT","CARROT",924.3029,6.57,6.57,223.2
2019,0,1504949,"30S26E14",0,25519.52,0,27,60.7029,420.4004,0,1.6421,0,0,6,7.846663,,176,6.1,0,5.7943026,0,0,"CARROT","CARROT",924.3029,155.81,233.37,223.2225
2019,0,1504949,"30S26E14",0,309.4512,0,27,60.7029,5.0978,.3978103,0,0,3.644851,1,188.8055,,340,1.1,4.3766953,0,0,6.5916348,"POTATO","POTATO",924.3029,112.0708,213.48,223.2225
2019,3.15,1504949,"30S26E14",0,408.3891,1,27,62.32164,6.552926,.0333428,2.398184,0,4.121399,1,188.8055,1,340,1.1,1.919168,6.1730336,0,6.7145115,"POTATO","POTATO",924.3029,71.20333,112.14,223.2
2019,0,1504949,"30S28E12",0,8484.288,0,27,32.37488,262.0639,0,1.568771,0,0,6,7.846663,,177,6.1,0,5.7486204,0,0,"CARROT","CARROT",924.3029,1.403333,4.68,249.9
2019,.27,1504949,"30S26E10",1,350.9891,5,27,60.7029,5.782082,.3557934,2.382197,0,3.044092,1,69.81498,1,31,1.1,4.2651097,6.1663448,0,6.4115227,"POTATO","POTATO",924.3029,315.6333,443.07,225.1198
2019,0,1504949,"30S26E10",0,0,0,27,20.2343,0,0,0,0,0,1,188.8055,,340,1.1,0,0,0,0,"CARROT","CARROT",924.3029,4.86,4.86,223.4
2019,0,1504949,"30S26E10",0,65.33846,0,27,20.2343,3.229094,.3055768,2.398185,0,.5253326,1,69.81498,,31,1.1,4.1130309,6.1730337,0,4.6546843,"POTATO","POTATO",924.3029,305.3567,436.5,223.4
2019,0,1504950,"27S26E21",0,903.4942,0,27,42.49203,21.26267,1.432853,10.44641,8.539804,.1743977,1,69.81498,,18,1.1,5.657997,7.6445762,7.4430557,3.5527215,"PISTACHIO","PISTACHIO",2274.74,2.974557,14.76,290.3
2020,0,1504950,"29S23E15",0,5.004673,0,27,26.70928,.1873758,0,.1873758,0,0,6,37.09158,,174,6.1,0,3.6243897,0,0,"PISTACHIO","PISTACHIO",2460.896,21.00333,159.66,137.9
2021,0,1504950,"29S23E15",0,128.7932,0,27,26.70928,4.822041,0,4.822041,0,0,1,128.7666,,19,1.1,0,6.8715156,0,0,"PISTACHIO","PISTACHIO",2495.294,21.00333,159.66,129.1
2022,0,1504950,"29S23E15",0,84.6891,0,27,26.70928,3.170775,0,3.170775,0,0,1,130.1414,,4,.9,0,6.4522958,0,0,"PISTACHIO","PISTACHIO",2523.217,21.00333,159.66,81.9
2020,0,1504950,"29S23E10",0,15.01404,0,27,51.79981,.2898474,0,.2898474,0,0,6,37.09158,,174,6.1,0,4.0602142,0,0,"PISTACHIO","PISTACHIO",2460.896,36.95,209.34,139.0733
2021,0,1504950,"29S23E10",0,1791.994,0,27,51.79981,34.5946,0,4.822041,0,0,1,128.7666,,19,1.1,0,6.8715156,0,0,"PISTACHIO","PISTACHIO",2495.294,36.95,209.34,132.0649
2022,0,1504950,"29S23E10",0,165.4799,0,27,51.79981,3.194605,0,3.194605,0,0,1,130.1414,,4,.9,0,6.4597832,0,0,"PISTACHIO","PISTACHIO",2523.217,36.95,209.34,83.58023
2020,0,1504950,"29S23E15",0,5.004673,0,27,19.02024,.2631235,0,.2631235,0,0,6,37.09158,,174,6.1,0,3.9635464,0,0,"PISTACHIO","PISTACHIO",2460.896,21.00333,172.08,137.9
2021,0,1504950,"29S23E15",0,997.7914,0,27,19.02024,52.45945,0,4.823356,0,0,1,128.7666,,19,1.1,0,6.8717883,0,0,"PISTACHIO","PISTACHIO",2495.294,21.00333,172.08,129.1
2022,0,1504950,"29S23E15",0,61.09293,0,27,19.02024,3.211995,0,3.211995,0,0,1,130.1414,,4,.9,0,6.4652121,0,0,"PISTACHIO","PISTACHIO",2523.217,21.00333,172.08,81.9
2021,0,1504950,"28S23E32",0,821.9926,0,27,61.10759,13.45156,0,2.410085,0,0,1,128.7666,,19,1.1,0,6.1779839,0,0,"PISTACHIO","PISTACHIO",2495.294,10.39333,117.18,135.9
2022,0,1504950,"28S23E32",0,419.1768,0,27,61.10759,6.859652,0,6.859652,0,0,1,130.1414,,4,.9,0,7.2239746,0,0,"PISTACHIO","PISTACHIO",2523.217,10.39333,117.18,85.5
2019,,1504950,"25S38E02",0,266.51,0,27,54.63261,4.878222,0,4.878222,0,0,1,69.81498,,18,1.1,0,6.8830991,0,0,"PISTACHIO","PISTACHIO",2274.74,,,260.7
2020,,1504950,"25S38E02",0,269.6471,0,27,54.63261,4.935644,.2245078,4.711136,0,0,6,37.09158,,174,6.1,3.8049683,6.8482477,0,0,"PISTACHIO","PISTACHIO",2460.896,,,100.6
2021,,1504950,"25S38E02",0,145.8609,0,27,54.63261,2.66985,0,2.66985,0,0,1,128.7666,,19,1.1,0,6.280343,0,0,"PISTACHIO","PISTACHIO",2495.294,,,81.1
2022,,1504950,"25S38E02",0,257.777,0,27,54.63261,4.718373,0,4.718373,0,0,1,130.1414,,4,.9,0,6.8497826,0,0,"PISTACHIO","PISTACHIO",2523.217,,,33.7
2019,,1504950,"25S38E11",0,305.2457,0,27,62.72633,4.86631,0,4.86631,0,0,1,69.81498,,18,1.1,0,6.8806543,0,0,"PISTACHIO","PISTACHIO",2274.74,,,260.7
2020,,1504950,"25S38E11",0,309.5899,0,27,62.72633,4.935565,.2245079,4.711057,0,0,6,37.09158,,174,6.1,3.8049684,6.8482308,0,0,"PISTACHIO","PISTACHIO",2460.896,,,100.6
2021,,1504950,"25S38E11",0,167.4673,0,27,62.72633,2.669809,0,2.669809,0,0,1,128.7666,,19,1.1,0,6.2803277,0,0,"PISTACHIO","PISTACHIO",2495.294,,,81.1
2022,,1504950,"25S38E11",0,295.9613,0,27,62.72633,4.718295,0,4.718295,0,0,1,130.1414,,4,.9,0,6.849766,0,0,"PISTACHIO","PISTACHIO",2523.217,,,33.7
2019,,1504950,"25S38E23",0,300.1617,0,27,62.72633,4.785258,0,4.785258,0,0,1,69.81498,,18,1.1,0,6.8638584,0,0,"PISTACHIO","PISTACHIO",2274.74,,,271.6601
2020,,1504950,"25S38E23",0,309.5899,0,27,62.72633,4.935565,.2245079,4.711057,0,0,6,37.09158,,174,6.1,3.8049684,6.8482308,0,0,"PISTACHIO","PISTACHIO",2460.896,,,107.8448
2021,,1504950,"25S38E23",0,167.4673,0,27,62.72633,2.669809,0,2.669809,0,0,1,128.7666,,19,1.1,0,6.2803277,0,0,"PISTACHIO","PISTACHIO",2495.294,,,82.40035
2022,,1504950,"25S38E23",0,197.3075,0,27,62.72633,3.14553,0,3.14553,0,0,1,130.1414,,4,.9,0,6.4443023,0,0,"PISTACHIO","PISTACHIO",2523.217,,,33.23559
2019,,1504950,"25S38E22",0,121.9793,0,27,25.49522,4.7844,0,4.7844,0,0,1,69.81498,,18,1.1,0,6.8636791,0,0,"PISTACHIO","PISTACHIO",2274.74,,,271.5231
2020,,1504950,"25S38E22",0,125.836,0,27,25.49522,4.935669,.2245079,4.711162,0,0,6,37.09158,,174,6.1,3.8049685,6.848253,0,0,"PISTACHIO","PISTACHIO",2460.896,,,107.7543
2021,,1504950,"25S38E22",0,68.07635,0,27,25.49522,2.670161,0,2.670161,0,0,1,128.7666,,19,1.1,0,6.2804598,0,0,"PISTACHIO","PISTACHIO",2495.294,,,82.3841
2022,,1504950,"25S38E22",0,80.19773,0,27,25.49522,3.145599,0,3.145599,0,0,1,130.1414,,4,.9,0,6.4443241,0,0,"PISTACHIO","PISTACHIO",2523.217,,,33.24139
2019,,1504950,"09N14W25",0,347.5783,0,27,28.73271,12.09696,0,12.09687,0,.0000897,1,69.81498,,18,1.1,0,7.7912641,0,.00896667,"PISTACHIO","PISTACHIO",2274.74,,,322.9898
2020,,1504950,"09N14W25",0,419.7923,0,27,28.73271,14.61026,.4490156,14.16115,0,.0000897,6,37.09158,,174,6.1,4.4977438,7.94882,0,.00896667,"PISTACHIO","PISTACHIO",2460.896,,,150.3813
2021,,1504950,"09N14W25",0,361.7264,0,27,28.73271,12.58936,0,12.58936,0,0,1,128.7666,,19,1.1,0,7.8311697,0,0,"PISTACHIO","PISTACHIO",2495.294,,,135.5403
2022,,1504950,"09N14W25",0,344.0767,0,27,28.73271,11.97509,0,11.97509,0,0,1,130.1414,,4,.9,0,7.7811461,0,0,"PISTACHIO","PISTACHIO",2523.217,,,58.16786
2019,,1504950,"09N14W36",0,1625.384,0,27,134.3558,12.09761,0,12.09752,0,.0000897,1,69.81498,,18,1.1,0,7.7913184,0,.00896667,"PISTACHIO","PISTACHIO",2274.74,,,346
2020,,1504950,"09N14W36",0,1962.966,0,27,134.3558,14.61021,.4490155,14.1611,0,.0000897,6,37.09158,,174,6.1,4.4977435,7.9488165,0,.00896667,"PISTACHIO","PISTACHIO",2460.896,,,158.3
2021,,1504950,"09N14W36",0,1691.45,0,27,134.3558,12.58934,0,12.58934,0,0,1,128.7666,,19,1.1,0,7.8311676,0,0,"PISTACHIO","PISTACHIO",2495.294,,,143
2022,,1504950,"09N14W36",0,1608.915,0,27,134.3558,11.97504,0,11.97504,0,0,1,130.1414,,4,.9,0,7.7811417,0,0,"PISTACHIO","PISTACHIO",2523.217,,,62.4
2019,.09,1504950,"28S22E16",1,0,1,27,25.29288,0,0,0,0,0,1,69.81498,5,18,1.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",2274.74,4.87,6.66,257.1
2020,.09,1504950,"28S22E16",0,0,1,27,25.29288,0,0,0,0,0,6,37.09158,5,174,6.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",2460.896,4.87,6.66,135.9
2021,.09,1504950,"28S22E16",1,0,1,27,25.29288,0,0,0,0,0,1,128.7666,5,19,1.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",2495.294,4.87,6.66,131
2022,.09,1504950,"28S22E16",1,0,1,27,25.29288,0,0,0,0,0,1,130.1414,5,4,.9,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",2523.217,4.87,6.66,81.7
2019,0,1504950,"28S22E20",0,4282.124,0,27,115.3355,37.12754,1.551023,8.675959,26.90038,.0001793,1,69.81498,,18,1.1,5.7372426,7.4588736,8.5904579,.01793263,"PISTACHIO","PISTACHIO",2274.74,8.415849,11.97,257.8598
2020,0,1504950,"28S22E17",0,4610.429,0,27,230.671,19.98703,.8816342,3.814563,15.29074,.0000897,6,37.09158,,174,6.1,5.1723715,6.6371453,8.0255651,.00896667,"PISTACHIO","PISTACHIO",2460.896,8.418333,11.97,146.4424
2021,0,1504950,"28S22E17",0,4585.522,0,27,230.671,19.87906,.2552299,4.152442,15.29074,.0001019,1,128.7666,,19,1.1,3.9331104,6.7220155,8.0255651,.01019365,"PISTACHIO","PISTACHIO",2495.294,8.418333,11.97,136.8886
2019,.09,1504950,"28S22E17",1,0,2,27,25.29288,0,0,0,0,0,1,69.81498,1,18,1.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",2274.74,5.46,7.56,257.3423
2020,.09,1504950,"28S22E17",0,0,2,27,25.29288,0,0,0,0,0,6,37.09158,1,174,6.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",2460.896,5.46,7.56,139.2616
2021,.09,1504950,"28S22E17",1,0,2,27,25.29288,0,0,0,0,0,1,128.7666,1,19,1.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",2495.294,5.46,7.56,132.8777
2022,.09,1504950,"28S22E17",1,0,2,27,25.29288,0,0,0,0,0,1,130.1414,1,4,.9,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",2523.217,5.46,7.56,82.00285
2022,0,1504950,"28S22E17",0,1268.866,0,27,106.4324,11.9218,.5465836,2.408331,8.966794,.0000897,1,130.1414,,4,.9,4.694333,6.1772557,7.4918459,.00896667,"PISTACHIO","PISTACHIO",2523.217,8.726666,11.97,82.7
2022,0,1504950,"28S22E17",0,1540.724,0,27,123.0245,12.52372,.546565,3.010266,8.966794,.0000897,1,130.1414,,4,.9,4.694299,6.4003487,7.4918459,.00896667,"PISTACHIO","PISTACHIO",2523.217,8.64,11.7,82.61047
2019,0,1504950,"28S22E18",0,1445.569,0,27,78.91377,18.31834,.7753985,4.092662,13.45019,.0000897,1,69.81498,,18,1.1,5.0439807,6.7075146,7.8973108,.00896667,"PISTACHIO","PISTACHIO",2274.74,10.87667,15.3,257.9
2020,0,1504950,"28S22E18",0,2084.289,0,27,78.91377,26.41223,.9423611,3.052795,22.41698,.0000897,6,37.09158,,174,6.1,5.2389787,6.4143777,8.4081363,.00896667,"PISTACHIO","PISTACHIO",2460.896,10.87667,15.3,147
2021,0,1504950,"28S22E18",0,2054.102,0,27,78.91377,26.0297,.3250876,3.128733,22.41698,.0000897,1,128.7666,,19,1.1,4.1748932,6.4389482,8.4081363,.00896667,"PISTACHIO","PISTACHIO",2495.294,10.87667,15.3,137.2
2022,0,1504950,"28S22E18",0,603.0783,0,27,50.58575,11.9219,.5465571,2.408461,8.966794,.0000897,1,130.1414,,4,.9,4.6942845,6.1773096,7.4918459,.00896667,"PISTACHIO","PISTACHIO",2523.217,10.78667,15.39,82.7
